DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
2017-09-07 09:38:00 America/Los_Angeles,2017-09-08 10:38:00 America/Los_Angeles,WO-0000056652,253,18760,18760,1,,Debris & Illegal Dumping,2017-09-07 02:38:00 America/Los_Angeles,Closed,1504870680000,"1 Couch , 1 E-waste, 4 General Debris , 3 Universal Waste",37.298401,-121.956943,,,,2020-08-25 05:36:35 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s Valley Forge - metal bed frame- toys- chairs,IWM-ILDM-0000018760,{A2C41CB8-2A53-4BF5-A713-3FE35F7A8730}
2016-03-28 10:13:00 America/Los_Angeles,2016-03-28 11:00:00 America/Los_Angeles,WO-0000008677,254,3147,3147,7,,Debris & Illegal Dumping,2016-03-28 03:13:00 America/Los_Angeles,Closed,1459166400000,,37.288314,-121.826711,,,,2020-08-25 05:38:10 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s Verde; rp states people dump at her drive way frequently; 12 white full garbage bags,IWM-ILDM-0000003147,{6084A7D6-1549-41DD-B76B-94F92F5376DC}
2022-09-27 15:48:30 America/Los_Angeles,2022-10-11 08:49:00 America/Los_Angeles,WO-0000534330,255,141657,141657,3,1105942,Debris & Illegal Dumping,2022-09-27 08:48:30 America/Los_Angeles,Closed,1665481740000,"2 Construction Debris , 3 Couch , 2 Garbage , 2 Mattress , 3 General Debris , 2 Other Furniture , 1 Shopping Cart , 1 TV Set",37.3393669,-121.854685,,,220927-000930,2022-09-11 14:02:02 America/Los_Angeles,2022-10-11 21:02:05 America/Los_Angeles,Trash and mattress,IWM-ILDM-0000141657,{D4817CAF-8FB7-4A60-93A3-5B1AB4C123B1}
2020-02-03 12:05:01 America/Los_Angeles,2020-02-05 13:30:00 America/Los_Angeles,WO-0000308341,256,74435,74435,5,474038,Debris & Illegal Dumping,2020-02-03 04:05:01 America/Los_Angeles,Closed,1580909400000,"3 Garbage , 5 Other Furniture",37.36258097,-121.83100954,,,200203-000246,2020-08-25 05:48:24 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Junk in parkstrip at 2941 Rose Avenue,IWM-ILDM-0000074435,{D1E2F701-49D6-40F2-8082-89D7E47A858D}
2019-12-17 13:52:00 America/Los_Angeles,2019-12-17 13:55:00 America/Los_Angeles,WO-0000292780,257,70675,70675,10,,Debris & Illegal Dumping,2019-12-17 05:52:00 America/Los_Angeles,Closed,1576590900000,"1 Couch , 3 General Debris",37.248509,-121.877781,,,,2020-08-25 05:39:22 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Couch and debri,IWM-ILDM-0000070675,{62B23F76-ACD3-4393-A7C1-CFC1DADDB572}
2017-12-07 14:33:01 America/Los_Angeles,,WO-0000078685,258,23060,23060,3,89493,Debris & Illegal Dumping,2017-12-07 06:33:01 America/Los_Angeles,Closed,,,37.32531583,-121.88783057,,,171207-000522,2020-08-25 05:49:27 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattress,IWM-ILDM-0000023060,{DA5A03A0-E783-48E7-AE62-343F338A4C9E}
2016-05-27 08:35:00 America/Los_Angeles,2016-05-27 10:35:00 America/Los_Angeles,WO-0000013447,259,5357,5357,8,,Debris & Illegal Dumping,2016-05-27 01:35:00 America/Los_Angeles,Closed,1464348900000,,37.330264,-121.790244,,,,2020-08-25 05:46:55 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,CS Remington - cart,IWM-ILDM-0000005357,{A1C4E3B8-C7AA-4E90-A3D9-9C5F6FBAA84F}
2018-05-24 18:59:05 America/Los_Angeles,2018-05-30 10:53:00 America/Los_Angeles,WO-0000121284,260,32458,32458,5,165031,Debris & Illegal Dumping,2018-05-24 11:59:05 America/Los_Angeles,Closed,1527681180000,"3 Couch , 7 Mattress , 2 Other Furniture",37.35254835,-121.8401666,,,180524-000546,2020-08-25 05:42:52 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattresses and furniture everywhere,IWM-ILDM-0000032458,{E7423929-2F57-4F01-9867-25F26A378AC0}
2016-11-23 13:20:00 America/Los_Angeles,2016-12-05 12:00:00 America/Los_Angeles,WO-0000023210,261,9663,9663,8,,Debris & Illegal Dumping,2016-11-23 05:20:00 America/Los_Angeles,Closed,1480939200000,,37.340358,-121.790713,,,,2020-08-25 05:43:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s Casalino Ct- bag of construction material- @ c&g,IWM-ILDM-0000009663,{D70CA99B-731A-40E8-9CB8-C9E02D0DDD61}
2021-02-06 11:04:19 America/Los_Angeles,2021-02-09 07:00:00 America/Los_Angeles,WO-0000399047,262,100919,100919,8,658519,Debris & Illegal Dumping,2021-02-06 03:04:19 America/Los_Angeles,Closed,1612854000000,,37.33038464,-121.79903665,,,210206-000095,2021-01-10 14:01:19 America/Los_Angeles,2021-02-09 22:01:27 America/Los_Angeles,Packing materials in the corner of white and Glen donegal,IWM-ILDM-0000100919,{AA253C91-F7F8-44C1-B1A8-59168091EB49}
2019-03-26 15:51:47 America/Los_Angeles,2019-03-29 11:32:00 America/Los_Angeles,WO-0000208371,263,51872,51872,1,304795,Debris & Illegal Dumping,2019-03-26 08:51:47 America/Los_Angeles,Closed,1553862720000,"1 Construction Debris , 1 Garbage",37.31846831,-121.98023826,,,190326-000537,2020-08-25 05:42:58 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Garbage dumped,IWM-ILDM-0000051872,{6AF06B9D-B6CF-46AF-A48F-446359306176}
2017-03-07 09:04:00 America/Los_Angeles,2017-03-24 11:08:34 America/Los_Angeles,WO-0000031005,264,11946,11946,2,,Debris & Illegal Dumping,2017-03-07 01:04:00 America/Los_Angeles,Closed,1490357314000,2 Garbage,37.270038,-121.815716,,,,2020-08-25 05:38:45 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s eberly  misc trash,IWM-ILDM-0000011946,{27C220B5-3B6E-45AE-9B09-C399BF97566F}
2021-10-13 09:17:48 America/Los_Angeles,2021-10-18 08:18:00 America/Los_Angeles,WO-0000464539,265,121183,121183,3,845605,Debris & Illegal Dumping,2021-10-13 02:17:48 America/Los_Angeles,Closed,1634548680000,1 Mattress,37.3443504,-121.8684439,,,211013-000235,2021-09-18 14:01:36 America/Los_Angeles,2021-10-18 21:01:41 America/Los_Angeles,Box spring,IWM-ILDM-0000121183,{3CC0DC10-54ED-43C2-89B3-F77E63417D70}
2020-02-18 08:50:00 America/Los_Angeles,2020-02-18 08:53:00 America/Los_Angeles,WO-0000313519,266,75632,75632,2,,Debris & Illegal Dumping,2020-02-18 00:50:00 America/Los_Angeles,Closed,1582015980000,"1 Couch , 2 Garbage",37.249841,-121.779926,,,,2020-08-25 05:44:51 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Couch and garbage,IWM-ILDM-0000075632,{552C41D0-B3CE-4D7F-9957-A7CF3B76BFF5}
2021-05-12 08:33:57 America/Los_Angeles,2021-05-12 12:40:00 America/Los_Angeles,WO-0000423629,267,108246,108246,6,720731,Debris & Illegal Dumping,2021-05-12 01:33:57 America/Los_Angeles,Closed,1620826800000,1 Couch,37.32654959,-121.89921913,,,210512-000151,2021-04-12 10:01:17 America/Los_Angeles,2022-02-11 11:05:16 America/Los_Angeles,Couch blocking sidewalk,IWM-ILDM-0000108246,{E7721BD1-F6BA-4273-A850-CA9856DA62BF}
2021-11-15 13:06:11 America/Los_Angeles,2021-11-16 13:00:00 America/Los_Angeles,WO-0000471716,268,123026,123026,2,870041,Debris & Illegal Dumping,2021-11-15 05:06:11 America/Los_Angeles,Closed,1637067600000,,37.2771349,-121.8211414,,,211115-000686,2021-10-17 09:01:09 America/Los_Angeles,2021-11-16 17:01:11 America/Los_Angeles,Car hood illegally dumped,IWM-ILDM-0000123026,{C9D6929A-515E-4A4B-897E-03768FF22EE4}
2021-09-27 13:33:17 America/Los_Angeles,2021-09-30 09:00:00 America/Los_Angeles,WO-0000461136,269,120184,120184,7,833645,Debris & Illegal Dumping,2021-09-27 06:33:17 America/Los_Angeles,Closed,1632996000000,1 General Debris,37.28572781,-121.85150239,,,210927-000730,2021-08-31 14:02:15 America/Los_Angeles,2021-09-30 21:02:20 America/Los_Angeles,An old stroller was thrown down the hill. There are also a bunch of empty beer cans left by the benches at the small park located here.,IWM-ILDM-0000120184,{3A459A68-D572-4DC0-9538-483C78B38709}
2017-09-29 11:44:38 America/Los_Angeles,2017-09-29 13:35:00 America/Los_Angeles,WO-0000063041,270,19956,19956,1,58589,Debris & Illegal Dumping,2017-09-29 04:44:38 America/Los_Angeles,Closed,1506695700000,1 Mattress,37.31858,-121.9824,,,170929-000256,2020-08-25 05:36:46 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Someone dumped a mattress at 499Auburn at Norwalk,IWM-ILDM-0000019956,{D3A7D1A1-F10D-40DE-A57F-B48C1CE987AA}
2017-10-04 07:18:00 America/Los_Angeles,2017-10-14 06:36:00 America/Los_Angeles,WO-0000064169,271,20167,20167,3,,Debris & Illegal Dumping,2017-10-04 00:18:00 America/Los_Angeles,Closed,1507966560000,,37.330818,-121.882276,,,,2020-08-25 05:42:30 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,mattress,IWM-ILDM-0000020167,{FF42A9BF-33AE-4775-A2E0-5D7E965B7EA6}
2020-04-01 04:58:17 America/Los_Angeles,2020-04-14 09:26:00 America/Los_Angeles,WO-0000326843,272,78750,78750,3,506363,Debris & Illegal Dumping,2020-03-31 21:58:17 America/Los_Angeles,Closed,1586859960000,,37.35897406,-121.87063314,,,200401-000005,2020-08-25 05:35:58 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Trash,IWM-ILDM-0000078750,{DE0A940C-3531-483E-B82C-AC11954AD680}
2020-08-04 11:12:00 America/Los_Angeles,2020-08-04 12:19:00 America/Los_Angeles,WO-0000359207,273,89734,89734,2,,Debris & Illegal Dumping,2020-08-04 04:12:00 America/Los_Angeles,Closed,1596547140000,2 Construction Debris,37.258974,-121.819402,,,,2020-08-25 05:45:21 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,On chynoweth after edenvale near war wagon.  Sliding glass door and metal frame.,IWM-ILDM-0000089734,{8E261295-90D7-40F8-8DFC-D6F129F37345}
2021-01-14 09:19:30 America/Los_Angeles,2021-01-19 08:15:00 America/Los_Angeles,WO-0000393613,274,99434,99434,5,648307,Debris & Illegal Dumping,2021-01-14 01:19:30 America/Los_Angeles,Closed,1611044100000,"4 Garbage , 8 Mattress",37.3610539,-121.8292829,,,210114-000082,2020-12-20 14:01:12 America/Los_Angeles,2021-01-19 22:01:21 America/Los_Angeles,"2934 FLORENCE - ACROSS FR APARTMENTS.  MATRESSES, CHEST OF DRAWERS, CHRISTMAS TREE, DRESSER.  THEY COME AROUND 9 PM AND DUMP GARBAGE.  APT/TOWNHOUSE MGMT DOES NOT CALL FOR ILLEGAL DUMP PICK UP.",IWM-ILDM-0000099434,{6B1140CA-204B-441A-AE17-BFF45C232995}
2020-01-16 10:47:00 America/Los_Angeles,2020-01-16 10:53:00 America/Los_Angeles,WO-0000302512,275,72932,72932,2,,Debris & Illegal Dumping,2020-01-16 02:47:00 America/Los_Angeles,Closed,1579171980000,1 Construction Debris,37.256553,-121.819378,,,,2020-08-25 05:42:15 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Kitchen sink cast iron,IWM-ILDM-0000072932,{10117CFB-EDB0-4473-BA8A-5106F31BF1C9}
2019-09-13 13:49:21 America/Los_Angeles,2019-09-19 07:03:00 America/Los_Angeles,WO-0000263201,276,63986,63986,5,397799,Debris & Illegal Dumping,2019-09-13 06:49:21 America/Los_Angeles,Closed,1568880180000,,37.3485695,-121.8365785,,,190913-000395,2020-08-25 05:49:22 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"TV, woods.  On the curb on side of his house",IWM-ILDM-0000063986,{BF15E902-2229-488F-812E-C3C1380ACB45}
2018-11-19 12:35:29 America/Los_Angeles,2018-11-20 09:18:00 America/Los_Angeles,WO-0000174039,277,44502,44502,5,247609,Debris & Illegal Dumping,2018-11-19 04:35:29 America/Los_Angeles,Closed,1542705480000,,37.34223264,-121.81604415,,,181119-000300,2020-08-25 05:49:23 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Lots of garbage dumped along Ocala Street (between Capitol Expwy and White Road). Your help picking up all of this garbage will be much appreciated. Thank you in advance.,IWM-ILDM-0000044502,{73D063EC-5CE7-44C0-A3B1-EC842381FADA}
2019-09-10 09:09:00 America/Los_Angeles,2019-09-10 09:13:00 America/Los_Angeles,WO-0000262001,278,63699,63699,1,,Debris & Illegal Dumping,2019-09-10 02:09:00 America/Los_Angeles,Closed,1568110380000,"5 Construction Debris , 2 Couch , 2 E-waste, 11 Mattress , 3 General Debris , 2 Other E-waste , 3 Other Furniture , 1 Tire , 6 Universal Waste",37.304722,-121.965993,,,,2020-08-25 05:37:22 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,11 mattress and couches and furniture debris,IWM-ILDM-0000063699,{E06D5DDE-E9E6-47BB-B414-5AC254979575}
2021-02-18 13:30:38 America/Los_Angeles,2021-02-23 06:12:00 America/Los_Angeles,WO-0000401636,279,101774,101774,3,663772,Debris & Illegal Dumping,2021-02-18 05:30:38 America/Los_Angeles,Closed,1614060720000,,37.34655776,-121.88108241,,,210218-000339,2021-01-24 14:01:21 America/Los_Angeles,2021-02-23 22:01:28 America/Los_Angeles,Garbage dumped at the bus stop,IWM-ILDM-0000101774,{8BBE71B3-92AA-44E7-B138-006EE6FDD78B}
2022-06-08 08:01:00 America/Los_Angeles,2022-06-08 08:35:00 America/Los_Angeles,WO-0000511467,280,134987,134987,2,,Debris & Illegal Dumping,2022-06-08 01:01:00 America/Los_Angeles,Closed,1654680900000,1 Tire,37.273165,-121.849623,,,,2022-05-09 04:01:27 America/Los_Angeles,2022-06-08 11:01:29 America/Los_Angeles,Junk,IWM-ILDM-0000134987,{FB8669BF-8C62-400C-A766-28C0BFB6D49F}
2019-11-23 13:26:00 America/Los_Angeles,2019-11-23 13:28:00 America/Los_Angeles,WO-0000285514,281,69018,69018,5,,Debris & Illegal Dumping,2019-11-23 05:26:00 America/Los_Angeles,Closed,1574515680000,1 Garbage,37.357368,-121.853259,,,,2020-08-25 05:48:43 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Bag of garbage,IWM-ILDM-0000069018,{FEF59792-9AC0-4127-934F-18DED95ED76A}
2021-07-07 06:52:13 America/Los_Angeles,2021-07-12 11:30:00 America/Los_Angeles,WO-0000440040,282,113900,113900,8,765315,Debris & Illegal Dumping,2021-07-06 23:52:13 America/Los_Angeles,Closed,1626093000000,"1 General Debris , 1 Other Furniture",37.30778986,-121.79864748,,,210707-000048,2021-06-12 14:01:39 America/Los_Angeles,2021-07-12 21:01:50 America/Los_Angeles,Cabinet dumped inside of road.,IWM-ILDM-0000113900,{245B8AC1-D6AA-4C53-A498-1E9AB59024F6}
2020-03-10 10:15:36 America/Los_Angeles,2020-03-16 10:32:00 America/Los_Angeles,WO-0000321369,283,77450,77450,3,494852,Debris & Illegal Dumping,2020-03-10 03:15:36 America/Los_Angeles,Closed,1584358320000,3 Mattress,37.32378728,-121.88395701,,,200310-000260,2020-08-25 05:34:46 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattresses illegal dumped on street,IWM-ILDM-0000077450,{8DD7AB64-5EF8-4C77-8F36-6160505A5510}
2017-08-13 15:52:55 America/Los_Angeles,2017-08-21 14:05:00 America/Los_Angeles,WO-0000049381,284,17475,17475,8,34400,Debris & Illegal Dumping,2017-08-13 08:52:55 America/Los_Angeles,Closed,1503327900000,2 Construction Debris,37.29958,-121.803,,,170813-000151,2020-08-25 05:42:22 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Large pieces of plastic,IWM-ILDM-0000017475,{7EF89CD3-5867-4E1C-8634-23C0F2356B0E}
2022-07-07 07:35:54 America/Los_Angeles,2022-07-08 11:00:00 America/Los_Angeles,WO-0000517303,285,136629,136629,5,1038628,Debris & Illegal Dumping,2022-07-07 00:35:54 America/Los_Angeles,Closed,1657281600000,3 Garbage,37.350341,-121.8035218,,,220707-000119,2022-06-08 04:01:39 America/Los_Angeles,2022-07-08 11:01:41 America/Los_Angeles,"Blocking parking and fire lane on street, 3 large carpets",IWM-ILDM-0000136629,{6B53A23E-CB9F-49B4-ACE2-E328A9A0B192}
2016-04-13 13:53:00 America/Los_Angeles,2016-04-14 14:25:00 America/Los_Angeles,WO-0000009889,286,3695,3695,3,,Debris & Illegal Dumping,2016-04-13 06:53:00 America/Los_Angeles,Closed,1460647500000,,37.332765,-121.864297,,,,2020-08-25 05:36:43 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,@ dead end 2 mattresses & couch,IWM-ILDM-0000003695,{58C70E6B-020D-4B42-AB16-A75099798F3D}
2021-01-22 16:26:54 America/Los_Angeles,2021-01-28 07:57:00 America/Los_Angeles,WO-0000395567,287,99962,99962,1,652072,Debris & Illegal Dumping,2021-01-22 08:26:54 America/Los_Angeles,Closed,1611820620000,,37.29683982,-121.95254594,,,210122-000390,2020-12-29 14:02:33 America/Los_Angeles,2021-01-28 22:02:39 America/Los_Angeles,By the sidewalk,IWM-ILDM-0000099962,{EC9ACDA8-B9FF-46CB-9CB1-ED23A45DBB53}
2019-02-23 15:37:02 America/Los_Angeles,2019-02-27 08:17:00 America/Los_Angeles,WO-0000198984,288,49953,49953,7,289323,Debris & Illegal Dumping,2019-02-23 07:37:02 America/Los_Angeles,Closed,1551255420000,,37.33082622,-121.84209444,,,190223-000191,2020-08-25 05:42:00 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,There is construction material on the parkstrip of this house,IWM-ILDM-0000049953,{CAF03D3F-4C06-4925-B7DB-8365D8BE988F}
2022-06-02 16:03:03 America/Los_Angeles,2022-06-03 07:30:00 America/Los_Angeles,WO-0000510433,289,134622,134622,6,1008381,Debris & Illegal Dumping,2022-06-02 09:03:03 America/Los_Angeles,Closed,1654245000000,"2 Mattress , 5 General Debris",37.32048,-121.917339,,,220602-000734,2022-05-07 14:01:34 America/Los_Angeles,2022-06-06 21:01:37 America/Los_Angeles,Douglas,IWM-ILDM-0000134622,{7F38333B-32F5-4618-B614-67660ED260D9}
2021-11-02 09:57:58 America/Los_Angeles,2021-11-02 12:50:00 America/Los_Angeles,WO-0000468997,290,122232,122232,3,860353,Debris & Illegal Dumping,2021-11-02 02:57:58 America/Los_Angeles,Closed,1635861000000,1 Refrigerator,37.3448505,-121.8844777,,,211102-000298,2021-10-03 10:01:20 America/Los_Angeles,2021-11-02 17:01:21 America/Los_Angeles,In front of our place of business,IWM-ILDM-0000122232,{CF6816CF-0F5E-4102-9B9E-3A57EBF11FA4}
2019-09-04 14:57:34 America/Los_Angeles,2019-09-05 11:00:00 America/Los_Angeles,WO-0000260141,291,63244,63244,7,392533,Debris & Illegal Dumping,2019-09-04 07:57:34 America/Los_Angeles,Closed,1567684800000,,37.29051014,-121.81947,,,190904-000635,2020-08-25 05:39:17 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattresses,IWM-ILDM-0000063244,{FE0D54A7-F96C-4172-A1FD-F7D383468B7F}
2015-11-20 08:26:00 America/Los_Angeles,2015-11-23 15:17:00 America/Los_Angeles,WO-0000000342,292,119,119,3,,Debris & Illegal Dumping,2015-11-20 00:26:00 America/Los_Angeles,Closed,1448291820000,,37.344022,-121.878293,,,,2020-08-25 05:37:34 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,bag of  trash  piece of styrofoam,IWM-ILDM-0000000119,{BF0EC58B-D2D0-4A1C-BD5E-251AC397E2CB}
2021-06-01 18:37:16 America/Los_Angeles,2021-06-14 09:45:00 America/Los_Angeles,WO-0000429276,293,110102,110102,8,735842,Debris & Illegal Dumping,2021-06-01 11:37:16 America/Los_Angeles,Closed,1623667500000,8 Tire,37.31575,-121.8014749,,,210601-000959,2021-05-15 14:01:42 America/Los_Angeles,2021-06-14 21:01:58 America/Los_Angeles,"Hi , someone dumped their car tires on the side of my house last night 5/31 per attached pictures. Please help to pick up this trash. It was on the side of my house by the fence.",IWM-ILDM-0000110102,{A5B14FC9-CFB3-4471-9AB5-3A0C3F5105F0}
2021-05-27 09:55:00 America/Los_Angeles,2021-05-27 08:55:00 America/Los_Angeles,WO-0000427952,294,109590,109590,3,,Debris & Illegal Dumping,2021-05-27 02:55:00 America/Los_Angeles,Closed,1622109300000,,37.348614,-121.861398,,,,2021-04-28 04:01:25 America/Los_Angeles,2021-05-28 11:01:28 America/Los_Angeles,"100ft worth of tree limbs/debris dumped, green waste is not picking up. On corner of 30th ST.",IWM-ILDM-0000109590,{C2EBD644-B160-4362-89EF-0950A839AA5D}
2019-09-16 07:30:00 America/Los_Angeles,2019-09-18 14:06:00 America/Los_Angeles,WO-0000263766,295,64103,64103,10,,Debris & Illegal Dumping,2019-09-16 00:30:00 America/Los_Angeles,Closed,1568819160000,1 Shopping Cart,37.226871,-121.782298,,,,2020-08-25 05:32:48 America/Los_Angeles,2022-02-11 11:05:16 America/Los_Angeles,abandoned shopping cart,IWM-ILDM-0000064103,{D28A5562-7236-47DB-AB59-229CB4177EEE}
2018-04-15 13:56:51 America/Los_Angeles,2018-04-20 13:54:00 America/Los_Angeles,WO-0000110987,296,30153,30153,2,147454,Debris & Illegal Dumping,2018-04-15 06:56:51 America/Los_Angeles,Closed,1524236040000,1 Couch,37.24829102,-121.81745148,,,180415-000088,2020-08-25 05:43:00 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Sofa dumped at Miner school parking strip,IWM-ILDM-0000030153,{F875BE8B-7D8E-4443-8102-7ECE8547C20E}
2017-12-23 15:46:38 America/Los_Angeles,2018-01-10 13:15:39 America/Los_Angeles,WO-0000082181,297,23782,23782,2,96765,Debris & Illegal Dumping,2017-12-23 07:46:38 America/Los_Angeles,Closed,1515590139000,"1 Construction Debris , 2 Tire",37.2661942,-121.8059445,,,171223-000083,2020-08-25 05:39:33 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Tires, pallet other junk...thanks",IWM-ILDM-0000023782,{C9803DEC-5A34-48CA-8FCB-88054C1C0814}
2022-01-28 15:43:09 America/Los_Angeles,2022-02-04 08:15:00 America/Los_Angeles,WO-0000486388,298,126924,126924,6,919518,Debris & Illegal Dumping,2022-01-28 07:43:09 America/Los_Angeles,Closed,1643962500000,,37.30763305,-121.92062395,,,220128-000575,2022-01-05 14:01:24 America/Los_Angeles,2022-02-04 22:01:27 America/Los_Angeles,Between Leigh and Fruitdale next to the curb.,IWM-ILDM-0000126924,{6785517D-F9B1-4A89-BDA2-B298D9F922D0}
2016-01-05 10:20:00 America/Los_Angeles,2016-01-07 16:00:00 America/Los_Angeles,WO-0000002791,299,888,888,8,,Debris & Illegal Dumping,2016-01-05 02:20:00 America/Los_Angeles,Closed,1452182400000,,37.340078,-121.787052,,,,2020-08-25 05:39:44 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,along entire street-  Branches- wooden pallets- 2 garbage bags,IWM-ILDM-0000000888,{2BA4FE01-170A-41AB-8ADE-183A8111C242}
2021-08-06 16:58:07 America/Los_Angeles,2021-08-13 11:29:00 America/Los_Angeles,WO-0000449247,300,117091,117091,3,792452,Debris & Illegal Dumping,2021-08-06 09:58:07 America/Los_Angeles,Closed,1628857740000,,37.3381687,-121.8603941,,,210806-000809,2021-07-14 14:01:38 America/Los_Angeles,2021-08-13 21:01:50 America/Los_Angeles,Sidewalk,IWM-ILDM-0000117091,{A299AA5D-5BE7-4CB6-A988-2965281B0F80}
